participant_id,task,input_type,input_value,timestamp,task_completion_time_in_ms
4,A,button_clicked,0,2021-05-23 20:15:30.800332,
4,A,button_clicked,=,2021-05-23 20:15:31.976146,39031.0
4,C,button_clicked,(,2021-05-23 20:16:05.376650,
4,C,button_clicked,3,2021-05-23 20:16:06.104299,
4,C,button_clicked,**,2021-05-23 20:16:06.832683,
4,C,button_clicked,2,2021-05-23 20:16:08.040327,
4,C,button_clicked,+,2021-05-23 20:16:10.928536,
4,C,button_clicked,4,2021-05-23 20:16:12.824695,
4,C,button_clicked,**,2021-05-23 20:16:13.800206,
4,C,button_clicked,2,2021-05-23 20:16:15.712513,
4,C,button_clicked,),2021-05-23 20:16:16.672573,
4,C,button_clicked,*,2021-05-23 20:16:18.032612,
4,C,button_clicked,1,2021-05-23 20:16:19.216512,
4,C,button_clicked,2,2021-05-23 20:16:20.294616,
4,C,button_clicked,delete,2021-05-23 20:16:22.024999,
4,C,button_clicked,5,2021-05-23 20:16:22.680665,
4,C,button_clicked,.,2021-05-23 20:16:23.448607,
4,C,button_clicked,2,2021-05-23 20:16:23.928622,
4,C,button_clicked,=,2021-05-23 20:16:25.048677,19672.0
4,B,key_pressed,1,2021-05-23 20:16:45.530555,
4,B,key_pressed,+,2021-05-23 20:16:45.746546,
4,B,key_pressed,2,2021-05-23 20:16:45.964148,
4,B,key_pressed,+,2021-05-23 20:16:46.130850,
4,B,key_pressed,3,2021-05-23 20:16:46.316079,
4,B,key_pressed,+,2021-05-23 20:16:46.499899,
4,B,key_pressed,4,2021-05-23 20:16:46.683779,
4,B,key_pressed,+,2021-05-23 20:16:46.828576,
4,B,key_pressed,5,2021-05-23 20:16:47.012167,
4,B,key_pressed,+,2021-05-23 20:16:47.140440,
4,B,key_pressed,6,2021-05-23 20:16:47.356364,
4,B,key_pressed,+,2021-05-23 20:16:47.508387,
4,B,key_pressed,7,2021-05-23 20:16:47.716352,
4,B,key_pressed,+,2021-05-23 20:16:47.875862,
4,B,key_pressed,8,2021-05-23 20:16:48.051908,
4,B,key_pressed,+,2021-05-23 20:16:48.188546,
4,B,key_pressed,9,2021-05-23 20:16:48.380421,
4,B,key_pressed,+,2021-05-23 20:16:48.524412,
4,B,key_pressed,1,2021-05-23 20:16:48.764197,
4,B,key_pressed,0,2021-05-23 20:16:48.944201,
4,B,key_pressed,+,2021-05-23 20:16:49.092350,
4,B,key_pressed,1,2021-05-23 20:16:49.284224,
4,B,key_pressed,1,2021-05-23 20:16:49.548273,
4,B,key_pressed,+,2021-05-23 20:16:49.699984,
4,B,key_pressed,1,2021-05-23 20:16:49.899948,
4,B,key_pressed,2,2021-05-23 20:16:50.107900,
4,B,key_pressed,+,2021-05-23 20:16:50.220097,
4,B,key_pressed,1,2021-05-23 20:16:50.460090,
4,B,key_pressed,3,2021-05-23 20:16:50.676129,
4,B,key_pressed,+,2021-05-23 20:16:50.787780,
4,B,key_pressed,1,2021-05-23 20:16:51.028161,
4,B,key_pressed,4,2021-05-23 20:16:51.252260,
4,B,key_pressed,+,2021-05-23 20:16:51.379834,
4,B,key_pressed,1,2021-05-23 20:16:51.572264,
4,B,key_pressed,5,2021-05-23 20:16:51.796017,
4,B,key_pressed,+,2021-05-23 20:16:52.015903,
4,B,key_pressed,1,2021-05-23 20:16:52.260887,
4,B,key_pressed,6,2021-05-23 20:16:52.655832,
4,B,key_pressed,+,2021-05-23 20:16:52.811855,
4,B,key_pressed,1,2021-05-23 20:16:53.056125,
4,B,key_pressed,7,2021-05-23 20:16:53.320269,
4,B,key_pressed,+,2021-05-23 20:16:53.536136,
4,B,key_pressed,1,2021-05-23 20:16:53.784187,
4,B,key_pressed,8,2021-05-23 20:16:54.032102,
4,B,key_pressed,+,2021-05-23 20:16:54.208285,
4,B,key_pressed,1,2021-05-23 20:16:54.432148,
4,B,key_pressed,9,2021-05-23 20:16:54.696612,
4,B,key_pressed,+,2021-05-23 20:16:54.896015,
4,B,key_pressed,2,2021-05-23 20:16:55.200262,
4,B,key_pressed,0,2021-05-23 20:16:55.400370,
4,B,key_pressed,=,2021-05-23 20:16:55.609313,10078.0
4,D,key_pressed,(,2021-05-23 20:14:19.808309,
4,D,key_pressed,3,2021-05-23 20:14:20.594118,
4,D,key_pressed,**,2021-05-23 20:14:21.439836,
4,D,key_pressed,2,2021-05-23 20:14:21.575778,
4,D,key_pressed,+,2021-05-23 20:14:22.479978,
4,D,key_pressed,4,2021-05-23 20:14:22.771839,
4,D,key_pressed,**,2021-05-23 20:14:23.180128,
4,D,key_pressed,2,2021-05-23 20:14:23.348012,
4,D,key_pressed,),2021-05-23 20:14:23.975993,
4,D,key_pressed,*,2021-05-23 20:14:24.980420,
4,D,key_pressed,1,2021-05-23 20:14:25.611865,
4,D,key_pressed,5,2021-05-23 20:14:25.719718,
4,D,key_pressed,.,2021-05-23 20:14:26.299915,
4,D,key_pressed,2,2021-05-23 20:14:26.451703,
4,D,key_pressed,=,2021-05-23 20:14:26.844072,7036.0
5,A,button_clicked,1,2021-05-23 20:21:02.001188,
5,A,button_clicked,+,2021-05-23 20:21:02.752888,
5,A,button_clicked,2,2021-05-23 20:21:03.360861,
5,A,button_clicked,+,2021-05-23 20:21:03.937066,
5,A,button_clicked,3,2021-05-23 20:21:04.424966,
5,A,button_clicked,+,2021-05-23 20:21:04.983317,
5,A,button_clicked,4,2021-05-23 20:21:05.528831,
5,A,button_clicked,+,2021-05-23 20:21:06.056255,
5,A,button_clicked,5,2021-05-23 20:21:06.608646,
5,A,button_clicked,+,2021-05-23 20:21:07.152907,
5,A,button_clicked,6,2021-05-23 20:21:07.616534,
5,A,button_clicked,+,2021-05-23 20:21:08.095223,
5,A,button_clicked,7,2021-05-23 20:21:08.704550,
5,A,button_clicked,+,2021-05-23 20:21:09.249518,
5,A,button_clicked,8,2021-05-23 20:21:09.736992,
5,A,button_clicked,+,2021-05-23 20:21:10.296564,
5,A,button_clicked,9,2021-05-23 20:21:10.831883,
5,A,button_clicked,+,2021-05-23 20:21:11.272487,
5,A,button_clicked,1,2021-05-23 20:21:12.113689,
5,A,button_clicked,0,2021-05-23 20:21:12.400375,
5,A,button_clicked,+,2021-05-23 20:21:12.928259,
5,A,button_clicked,1,2021-05-23 20:21:13.536463,
5,A,button_clicked,1,2021-05-23 20:21:13.688334,
5,A,button_clicked,+,2021-05-23 20:21:14.209148,
5,A,button_clicked,1,2021-05-23 20:21:14.933692,
5,A,button_clicked,2,2021-05-23 20:21:15.296609,
5,A,button_clicked,+,2021-05-23 20:21:15.896055,
5,A,button_clicked,1,2021-05-23 20:21:16.456633,
5,A,button_clicked,3,2021-05-23 20:21:16.848135,
5,A,button_clicked,+,2021-05-23 20:21:17.320468,
5,A,button_clicked,1,2021-05-23 20:21:17.912780,
5,A,button_clicked,4,2021-05-23 20:21:18.344388,
5,A,button_clicked,+,2021-05-23 20:21:19.056992,
5,A,button_clicked,1,2021-05-23 20:21:19.864848,
5,A,button_clicked,5,2021-05-23 20:21:20.304607,
5,A,button_clicked,+,2021-05-23 20:21:20.961081,
5,A,button_clicked,1,2021-05-23 20:21:21.776384,
5,A,button_clicked,6,2021-05-23 20:21:22.393192,
5,A,button_clicked,+,2021-05-23 20:21:22.928397,
5,A,button_clicked,1,2021-05-23 20:21:23.545025,
5,A,button_clicked,7,2021-05-23 20:21:23.992224,
5,A,button_clicked,+,2021-05-23 20:21:24.784435,
5,A,button_clicked,1,2021-05-23 20:21:25.464907,
5,A,button_clicked,8,2021-05-23 20:21:26.224854,
5,A,button_clicked,+,2021-05-23 20:21:27.065078,
5,A,button_clicked,1,2021-05-23 20:21:27.600321,
5,A,button_clicked,9,2021-05-23 20:21:28.312631,
5,A,button_clicked,+,2021-05-23 20:21:28.881291,
5,A,button_clicked,2,2021-05-23 20:21:29.336591,
5,A,button_clicked,0,2021-05-23 20:21:29.936420,
5,A,button_clicked,=,2021-05-23 20:21:30.545149,28544.0
5,C,button_clicked,(,2021-05-23 20:27:28.558714,
5,C,button_clicked,3,2021-05-23 20:27:29.312984,
5,C,button_clicked,**,2021-05-23 20:27:29.890202,
5,C,button_clicked,2,2021-05-23 20:27:30.832666,
5,C,button_clicked,+,2021-05-23 20:27:31.809185,
5,C,button_clicked,4,2021-05-23 20:27:32.880620,
5,C,button_clicked,**,2021-05-23 20:27:33.656516,
5,C,button_clicked,2,2021-05-23 20:27:34.504819,
5,C,button_clicked,),2021-05-23 20:27:35.297339,
5,C,button_clicked,*,2021-05-23 20:27:35.937084,
5,C,button_clicked,1,2021-05-23 20:27:36.648773,
5,C,button_clicked,5,2021-05-23 20:27:37.267104,
5,C,button_clicked,.,2021-05-23 20:27:37.889253,
5,C,button_clicked,2,2021-05-23 20:27:38.385455,
5,C,button_clicked,=,2021-05-23 20:27:38.808823,10250.0
5,B,key_pressed,1,2021-05-23 20:24:03.160915,
5,B,key_pressed,+,2021-05-23 20:24:03.328593,
5,B,key_pressed,2,2021-05-23 20:24:03.592140,
5,B,key_pressed,+,2021-05-23 20:24:03.704182,
5,B,key_pressed,3,2021-05-23 20:24:03.952321,
5,B,key_pressed,+,2021-05-23 20:24:04.127992,
5,B,key_pressed,4,2021-05-23 20:24:04.432064,
5,B,key_pressed,+,2021-05-23 20:24:04.575978,
5,B,key_pressed,5,2021-05-23 20:24:04.863835,
5,B,key_pressed,+,2021-05-23 20:24:05.025448,
5,B,key_pressed,6,2021-05-23 20:24:05.343903,
5,B,key_pressed,+,2021-05-23 20:24:05.552358,
5,B,key_pressed,7,2021-05-23 20:24:05.956604,
5,B,key_pressed,+,2021-05-23 20:24:06.144394,
5,B,key_pressed,8,2021-05-23 20:24:06.424521,
5,B,key_pressed,+,2021-05-23 20:24:06.640444,
5,B,key_pressed,9,2021-05-23 20:24:06.920249,
5,B,key_pressed,+,2021-05-23 20:24:07.128102,
5,B,key_pressed,1,2021-05-23 20:24:07.624051,
5,B,key_pressed,0,2021-05-23 20:24:07.856112,
5,B,key_pressed,+,2021-05-23 20:24:08.032123,
5,B,key_pressed,1,2021-05-23 20:24:08.360166,
5,B,key_pressed,1,2021-05-23 20:24:08.536213,
5,B,key_pressed,+,2021-05-23 20:24:08.696508,
5,B,key_pressed,1,2021-05-23 20:24:08.936072,
5,B,key_pressed,2,2021-05-23 20:24:09.336025,
5,B,key_pressed,+,2021-05-23 20:24:09.496116,
5,B,key_pressed,1,2021-05-23 20:24:09.735839,
5,B,key_pressed,3,2021-05-23 20:24:09.952563,
5,B,key_pressed,+,2021-05-23 20:24:10.287917,
5,B,key_pressed,1,2021-05-23 20:24:10.512000,
5,B,key_pressed,4,2021-05-23 20:24:10.871920,
5,B,key_pressed,+,2021-05-23 20:24:11.048162,
5,B,key_pressed,1,2021-05-23 20:24:11.264785,
5,B,key_pressed,5,2021-05-23 20:24:11.496347,
5,B,key_pressed,+,2021-05-23 20:24:11.856287,
5,B,key_pressed,1,2021-05-23 20:24:12.096330,
5,B,key_pressed,6,2021-05-23 20:24:12.303833,
5,B,key_pressed,+,2021-05-23 20:24:12.628181,
5,B,key_pressed,1,2021-05-23 20:24:12.932158,
5,B,key_pressed,7,2021-05-23 20:24:13.331945,
5,B,key_pressed,+,2021-05-23 20:24:13.484823,
5,B,key_pressed,1,2021-05-23 20:24:13.900054,
5,B,key_pressed,8,2021-05-23 20:24:14.340003,
5,B,key_pressed,+,2021-05-23 20:24:14.524297,
5,B,key_pressed,1,2021-05-23 20:24:14.908278,
5,B,key_pressed,9,2021-05-23 20:24:15.067930,
5,B,key_pressed,+,2021-05-23 20:24:15.380020,
5,B,key_pressed,2,2021-05-23 20:24:15.724122,
5,B,key_pressed,0,2021-05-23 20:24:16.004100,
5,B,key_pressed,=,2021-05-23 20:24:16.292940,13132.0
5,D,key_pressed,(,2021-05-23 20:27:02.864422,
5,D,key_pressed,3,2021-05-23 20:27:04.288369,
5,D,key_pressed,**,2021-05-23 20:27:04.968449,
5,D,key_pressed,2,2021-05-23 20:27:05.344330,
5,D,key_pressed,+,2021-05-23 20:27:06.640430,
5,D,key_pressed,4,2021-05-23 20:27:07.320085,
5,D,key_pressed,**,2021-05-23 20:27:07.904649,
5,D,key_pressed,2,2021-05-23 20:27:08.224191,
5,D,key_pressed,),2021-05-23 20:27:09.968393,
5,D,key_pressed,*,2021-05-23 20:27:11.384261,
5,D,key_pressed,1,2021-05-23 20:27:12.576454,
5,D,key_pressed,5,2021-05-23 20:27:13.504219,
5,D,key_pressed,.,2021-05-23 20:27:14.472305,
5,D,key_pressed,2,2021-05-23 20:27:14.712085,
5,D,key_pressed,=,2021-05-23 20:27:15.256283,12392.0
6,A,button_clicked,1,2021-05-23 20:30:03.585479,
6,A,button_clicked,+,2021-05-23 20:30:04.209464,
6,A,button_clicked,2,2021-05-23 20:30:04.873152,
6,A,button_clicked,+,2021-05-23 20:30:05.505407,
6,A,button_clicked,3,2021-05-23 20:30:06.096940,
6,A,button_clicked,+,2021-05-23 20:30:06.608728,
6,A,button_clicked,4,2021-05-23 20:30:07.216956,
6,A,button_clicked,+,2021-05-23 20:30:07.872651,
6,A,button_clicked,5,2021-05-23 20:30:08.557143,
6,A,button_clicked,+,2021-05-23 20:30:09.274082,
6,A,button_clicked,6,2021-05-23 20:30:09.792619,
6,A,button_clicked,+,2021-05-23 20:30:10.281151,
6,A,button_clicked,7,2021-05-23 20:30:10.928988,
6,A,button_clicked,+,2021-05-23 20:30:11.577186,
6,A,button_clicked,8,2021-05-23 20:30:12.105057,
6,A,button_clicked,+,2021-05-23 20:30:12.705115,
6,A,button_clicked,9,2021-05-23 20:30:13.281096,
6,A,button_clicked,+,2021-05-23 20:30:13.832758,
6,A,button_clicked,1,2021-05-23 20:30:14.288826,
6,A,button_clicked,0,2021-05-23 20:30:14.584709,
6,A,button_clicked,+,2021-05-23 20:30:15.105170,
6,A,button_clicked,1,2021-05-23 20:30:15.977121,
6,A,button_clicked,1,2021-05-23 20:30:16.097322,
6,A,button_clicked,+,2021-05-23 20:30:16.832862,
6,A,button_clicked,1,2021-05-23 20:30:17.481225,
6,A,button_clicked,2,2021-05-23 20:30:17.785413,
6,A,button_clicked,+,2021-05-23 20:30:18.538772,
6,A,button_clicked,1,2021-05-23 20:30:19.161193,
6,A,button_clicked,3,2021-05-23 20:30:19.624824,
6,A,button_clicked,+,2021-05-23 20:30:20.080787,
6,A,button_clicked,1,2021-05-23 20:30:20.681188,
6,A,button_clicked,4,2021-05-23 20:30:21.040803,
6,A,button_clicked,+,2021-05-23 20:30:21.784659,
6,A,button_clicked,1,2021-05-23 20:30:22.273238,
6,A,button_clicked,5,2021-05-23 20:30:22.816942,
6,A,button_clicked,+,2021-05-23 20:30:23.408692,
6,A,button_clicked,1,2021-05-23 20:30:23.977145,
6,A,button_clicked,6,2021-05-23 20:30:24.617239,
6,A,button_clicked,+,2021-05-23 20:30:25.080466,
6,A,button_clicked,1,2021-05-23 20:30:25.673946,
6,A,button_clicked,7,2021-05-23 20:30:26.224769,
6,A,button_clicked,+,2021-05-23 20:30:26.928729,
6,A,button_clicked,1,2021-05-23 20:30:27.425160,
6,A,button_clicked,8,2021-05-23 20:30:28.153330,
6,A,button_clicked,+,2021-05-23 20:30:28.744982,
6,A,button_clicked,1,2021-05-23 20:30:29.313031,
6,A,button_clicked,9,2021-05-23 20:30:29.880324,
6,A,button_clicked,+,2021-05-23 20:30:30.713203,
6,A,button_clicked,2,2021-05-23 20:30:31.257551,
6,A,button_clicked,0,2021-05-23 20:30:31.865031,
6,A,button_clicked,=,2021-05-23 20:30:32.417265,28832.0
6,C,button_clicked,(,2021-05-23 20:29:24.497615,
6,C,button_clicked,3,2021-05-23 20:29:25.296944,
6,C,button_clicked,**,2021-05-23 20:29:26.313174,
6,C,button_clicked,2,2021-05-23 20:29:27.321125,
6,C,button_clicked,+,2021-05-23 20:29:27.936629,
6,C,button_clicked,4,2021-05-23 20:29:28.712282,
6,C,button_clicked,**,2021-05-23 20:29:29.904880,
6,C,button_clicked,2,2021-05-23 20:29:30.585462,
6,C,button_clicked,),2021-05-23 20:29:32.089157,
6,C,button_clicked,*,2021-05-23 20:29:33.032916,
6,C,button_clicked,1,2021-05-23 20:29:33.656721,
6,C,button_clicked,5,2021-05-23 20:29:34.065996,
6,C,button_clicked,.,2021-05-23 20:29:34.625454,
6,C,button_clicked,2,2021-05-23 20:29:35.152652,
6,C,button_clicked,=,2021-05-23 20:29:35.736762,11239.0
6,B,key_pressed,1,2021-05-23 20:28:18.765064,
6,B,key_pressed,+,2021-05-23 20:28:18.932375,
6,B,key_pressed,2,2021-05-23 20:28:19.196331,
6,B,key_pressed,+,2021-05-23 20:28:19.332393,
6,B,key_pressed,3,2021-05-23 20:28:19.596408,
6,B,key_pressed,+,2021-05-23 20:28:19.740216,
6,B,key_pressed,4,2021-05-23 20:28:19.964449,
6,B,key_pressed,+,2021-05-23 20:28:20.108207,
6,B,key_pressed,5,2021-05-23 20:28:20.364148,
6,B,key_pressed,+,2021-05-23 20:28:20.524664,
6,B,key_pressed,6,2021-05-23 20:28:20.852562,
6,B,key_pressed,+,2021-05-23 20:28:21.004294,
6,B,key_pressed,7,2021-05-23 20:28:21.572547,
6,B,key_pressed,+,2021-05-23 20:28:21.740442,
6,B,key_pressed,8,2021-05-23 20:28:22.148445,
6,B,key_pressed,+,2021-05-23 20:28:22.292672,
6,B,key_pressed,9,2021-05-23 20:28:22.572377,
6,B,key_pressed,+,2021-05-23 20:28:22.740901,
6,B,key_pressed,1,2021-05-23 20:28:23.484275,
6,B,key_pressed,0,2021-05-23 20:28:23.716178,
6,B,key_pressed,+,2021-05-23 20:28:23.885062,
6,B,key_pressed,1,2021-05-23 20:28:24.152391,
6,B,key_pressed,1,2021-05-23 20:28:24.444761,
6,B,key_pressed,+,2021-05-23 20:28:24.672347,
6,B,key_pressed,1,2021-05-23 20:28:24.952348,
6,B,key_pressed,2,2021-05-23 20:28:25.260076,
6,B,key_pressed,+,2021-05-23 20:28:25.405154,
6,B,key_pressed,1,2021-05-23 20:28:25.716171,
6,B,key_pressed,3,2021-05-23 20:28:25.958932,
6,B,key_pressed,+,2021-05-23 20:28:26.228322,
6,B,key_pressed,1,2021-05-23 20:28:26.516417,
6,B,key_pressed,4,2021-05-23 20:28:26.836581,
6,B,key_pressed,+,2021-05-23 20:28:27.032472,
6,B,key_pressed,1,2021-05-23 20:28:27.276654,
6,B,key_pressed,5,2021-05-23 20:28:27.488523,
6,B,key_pressed,+,2021-05-23 20:28:27.772377,
6,B,key_pressed,1,2021-05-23 20:28:28.004507,
6,B,key_pressed,6,2021-05-23 20:28:28.208154,
6,B,key_pressed,+,2021-05-23 20:28:28.860062,
6,B,key_pressed,7,2021-05-23 20:28:29.160080,
6,B,key_pressed,delete,2021-05-23 20:28:30.848845,
6,B,key_pressed,1,2021-05-23 20:28:31.472332,
6,B,key_pressed,7,2021-05-23 20:28:31.968346,
6,B,key_pressed,+,2021-05-23 20:28:32.168495,
6,B,key_pressed,1,2021-05-23 20:28:32.552253,
6,B,key_pressed,8,2021-05-23 20:28:32.752277,
6,B,key_pressed,+,2021-05-23 20:28:33.080378,
6,B,key_pressed,1,2021-05-23 20:28:33.535975,
6,B,key_pressed,9,2021-05-23 20:28:33.688723,
6,B,key_pressed,+,2021-05-23 20:28:34.048247,
6,B,key_pressed,2,2021-05-23 20:28:34.376413,
6,B,key_pressed,0,2021-05-23 20:28:34.600168,
6,B,key_pressed,=,2021-05-23 20:28:34.753382,15988.0
6,D,key_pressed,(,2021-05-23 20:31:52.956297,
6,D,key_pressed,3,2021-05-23 20:31:54.100338,
6,D,key_pressed,**,2021-05-23 20:31:54.764194,
6,D,key_pressed,2,2021-05-23 20:31:55.140584,
6,D,key_pressed,+,2021-05-23 20:31:55.636253,
6,D,key_pressed,4,2021-05-23 20:31:56.244502,
6,D,key_pressed,**,2021-05-23 20:31:57.048271,
6,D,key_pressed,2,2021-05-23 20:31:57.424496,
6,D,key_pressed,),2021-05-23 20:31:58.404196,
6,D,key_pressed,*,2021-05-23 20:32:00.668474,
6,D,key_pressed,1,2021-05-23 20:32:01.296233,
6,D,key_pressed,5,2021-05-23 20:32:01.608198,
6,D,key_pressed,.,2021-05-23 20:32:02.120796,
6,D,key_pressed,2,2021-05-23 20:32:02.417488,
6,D,key_pressed,=,2021-05-23 20:32:03.136480,10180.0
7,A,button_clicked,1,2021-05-23 20:35:04.457157,
7,A,button_clicked,+,2021-05-23 20:35:05.016694,
7,A,button_clicked,2,2021-05-23 20:35:05.729089,
7,A,button_clicked,+,2021-05-23 20:35:06.264977,
7,A,button_clicked,3,2021-05-23 20:35:06.688989,
7,A,button_clicked,+,2021-05-23 20:35:07.226150,
7,A,button_clicked,4,2021-05-23 20:35:07.985553,
7,A,button_clicked,+,2021-05-23 20:35:08.640928,
7,A,button_clicked,5,2021-05-23 20:35:09.241056,
7,A,button_clicked,+,2021-05-23 20:35:09.993870,
7,A,button_clicked,6,2021-05-23 20:35:10.666612,
7,A,button_clicked,+,2021-05-23 20:35:11.169239,
7,A,button_clicked,7,2021-05-23 20:35:11.825074,
7,A,button_clicked,+,2021-05-23 20:35:12.338391,
7,A,button_clicked,8,2021-05-23 20:35:12.833022,
7,A,button_clicked,+,2021-05-23 20:35:13.302502,
7,A,button_clicked,9,2021-05-23 20:35:14.105270,
7,A,button_clicked,+,2021-05-23 20:35:14.721636,
7,A,button_clicked,1,2021-05-23 20:35:15.185404,
7,A,button_clicked,0,2021-05-23 20:35:15.497225,
7,A,button_clicked,+,2021-05-23 20:35:16.089061,
7,A,button_clicked,1,2021-05-23 20:35:16.778395,
7,A,button_clicked,1,2021-05-23 20:35:16.906776,
7,A,button_clicked,+,2021-05-23 20:35:17.449092,
7,A,button_clicked,1,2021-05-23 20:35:17.983826,
7,A,button_clicked,2,2021-05-23 20:35:18.281807,
7,A,button_clicked,+,2021-05-23 20:35:18.742334,
7,A,button_clicked,1,2021-05-23 20:35:19.385439,
7,A,button_clicked,3,2021-05-23 20:35:20.033595,
7,A,button_clicked,+,2021-05-23 20:35:20.512760,
7,A,button_clicked,1,2021-05-23 20:35:21.112670,
7,A,button_clicked,4,2021-05-23 20:35:21.577100,
7,A,button_clicked,+,2021-05-23 20:35:22.393448,
7,A,button_clicked,1,2021-05-23 20:35:22.992674,
7,A,button_clicked,5,2021-05-23 20:35:23.482153,
7,A,button_clicked,+,2021-05-23 20:35:24.274380,
7,A,button_clicked,1,2021-05-23 20:35:24.872913,
7,A,button_clicked,6,2021-05-23 20:35:25.401145,
7,A,button_clicked,+,2021-05-23 20:35:25.967364,
7,A,button_clicked,1,2021-05-23 20:35:26.548290,
7,A,button_clicked,7,2021-05-23 20:35:27.065141,
7,A,button_clicked,+,2021-05-23 20:35:27.625780,
7,A,button_clicked,1,2021-05-23 20:35:28.273233,
7,A,button_clicked,8,2021-05-23 20:35:28.865648,
7,A,button_clicked,+,2021-05-23 20:35:29.432748,
7,A,button_clicked,1,2021-05-23 20:35:29.952944,
7,A,button_clicked,9,2021-05-23 20:35:30.593269,
7,A,button_clicked,+,2021-05-23 20:35:31.281074,
7,A,button_clicked,2,2021-05-23 20:35:31.817141,
7,A,button_clicked,0,2021-05-23 20:35:32.345331,
7,A,button_clicked,=,2021-05-23 20:35:32.841108,28384.0
7,C,button_clicked,(,2021-05-23 20:32:59.185568,
7,C,button_clicked,3,2021-05-23 20:33:00.449361,
7,C,button_clicked,**,2021-05-23 20:33:01.673798,
7,C,button_clicked,2,2021-05-23 20:33:02.321427,
7,C,button_clicked,+,2021-05-23 20:33:02.904667,
7,C,button_clicked,4,2021-05-23 20:33:03.746266,
7,C,button_clicked,**,2021-05-23 20:33:05.841051,
7,C,button_clicked,2,2021-05-23 20:33:06.848880,
7,C,button_clicked,),2021-05-23 20:33:07.537733,
7,C,button_clicked,*,2021-05-23 20:33:08.265048,
7,C,button_clicked,1,2021-05-23 20:33:08.889637,
7,C,button_clicked,5,2021-05-23 20:33:09.529553,
7,C,button_clicked,.,2021-05-23 20:33:10.144970,
7,C,button_clicked,2,2021-05-23 20:33:10.649032,
7,C,button_clicked,=,2021-05-23 20:33:11.177318,11991.0
7,B,key_pressed,1,2021-05-23 20:34:35.353386,
7,B,key_pressed,+,2021-05-23 20:34:35.512842,
7,B,key_pressed,2,2021-05-23 20:34:35.728586,
7,B,key_pressed,+,2021-05-23 20:34:35.856378,
7,B,key_pressed,3,2021-05-23 20:34:36.088586,
7,B,key_pressed,+,2021-05-23 20:34:36.232527,
7,B,key_pressed,4,2021-05-23 20:34:36.504540,
7,B,key_pressed,+,2021-05-23 20:34:36.656506,
7,B,key_pressed,5,2021-05-23 20:34:37.152483,
7,B,key_pressed,+,2021-05-23 20:34:37.336509,
7,B,key_pressed,6,2021-05-23 20:34:37.608530,
7,B,key_pressed,+,2021-05-23 20:34:37.800583,
7,B,key_pressed,7,2021-05-23 20:34:38.033134,
7,B,key_pressed,+,2021-05-23 20:34:38.184807,
7,B,key_pressed,8,2021-05-23 20:34:38.401073,
7,B,key_pressed,+,2021-05-23 20:34:38.569083,
7,B,key_pressed,9,2021-05-23 20:34:38.832766,
7,B,key_pressed,+,2021-05-23 20:34:39.072451,
7,B,key_pressed,1,2021-05-23 20:34:39.544545,
7,B,key_pressed,0,2021-05-23 20:34:39.784654,
7,B,key_pressed,+,2021-05-23 20:34:39.952650,
7,B,key_pressed,1,2021-05-23 20:34:40.216585,
7,B,key_pressed,1,2021-05-23 20:34:40.408351,
7,B,key_pressed,+,2021-05-23 20:34:40.608633,
7,B,key_pressed,1,2021-05-23 20:34:40.840424,
7,B,key_pressed,2,2021-05-23 20:34:41.096229,
7,B,key_pressed,+,2021-05-23 20:34:41.280358,
7,B,key_pressed,1,2021-05-23 20:34:41.512440,
7,B,key_pressed,3,2021-05-23 20:34:41.728165,
7,B,key_pressed,+,2021-05-23 20:34:42.024240,
7,B,key_pressed,1,2021-05-23 20:34:42.248893,
7,B,key_pressed,4,2021-05-23 20:34:42.560299,
7,B,key_pressed,+,2021-05-23 20:34:42.768930,
7,B,key_pressed,1,2021-05-23 20:34:43.056312,
7,B,key_pressed,5,2021-05-23 20:34:43.264270,
7,B,key_pressed,+,2021-05-23 20:34:43.544269,
7,B,key_pressed,1,2021-05-23 20:34:43.808514,
7,B,key_pressed,6,2021-05-23 20:34:44.016600,
7,B,key_pressed,+,2021-05-23 20:34:44.296348,
7,B,key_pressed,1,2021-05-23 20:34:44.600300,
7,B,key_pressed,7,2021-05-23 20:34:45.024776,
7,B,key_pressed,+,2021-05-23 20:34:45.208884,
7,B,key_pressed,1,2021-05-23 20:34:45.448907,
7,B,key_pressed,8,2021-05-23 20:34:45.888433,
7,B,key_pressed,+,2021-05-23 20:34:46.064586,
7,B,key_pressed,1,2021-05-23 20:34:46.408385,
7,B,key_pressed,9,2021-05-23 20:34:46.632812,
7,B,key_pressed,+,2021-05-23 20:34:46.888625,
7,B,key_pressed,2,2021-05-23 20:34:47.152545,
7,B,key_pressed,0,2021-05-23 20:34:47.416588,
7,B,key_pressed,=,2021-05-23 20:34:47.609454,12256.0
7,D,key_pressed,(,2021-05-23 20:33:45.740711,
7,D,key_pressed,3,2021-05-23 20:33:46.932682,
7,D,key_pressed,**,2021-05-23 20:33:47.324539,
7,D,key_pressed,2,2021-05-23 20:33:47.684620,
7,D,key_pressed,+,2021-05-23 20:33:48.117013,
7,D,key_pressed,4,2021-05-23 20:33:48.660503,
7,D,key_pressed,**,2021-05-23 20:33:49.108358,
7,D,key_pressed,2,2021-05-23 20:33:49.532562,
7,D,key_pressed,),2021-05-23 20:33:50.492304,
7,D,key_pressed,*,2021-05-23 20:33:51.612375,
7,D,key_pressed,1,2021-05-23 20:33:53.524430,
