participant_id,task,input_type,input_value,timestamp
8,B,key_pressed,1,2021-05-23 20:38:40.161405
8,B,key_pressed,+,2021-05-23 20:38:40.320742
8,B,key_pressed,2,2021-05-23 20:38:40.536783
8,B,key_pressed,+,2021-05-23 20:38:40.641051
8,B,key_pressed,3,2021-05-23 20:38:40.880766
8,B,key_pressed,+,2021-05-23 20:38:41.024794
8,B,key_pressed,4,2021-05-23 20:38:41.264616
8,B,key_pressed,+,2021-05-23 20:38:41.409019
8,B,key_pressed,5,2021-05-23 20:38:41.632678
8,B,key_pressed,+,2021-05-23 20:38:41.776798
8,B,key_pressed,6,2021-05-23 20:38:42.080793
8,B,key_pressed,+,2021-05-23 20:38:42.273077
8,B,key_pressed,7,2021-05-23 20:38:42.728627
8,B,key_pressed,+,2021-05-23 20:38:42.864725
8,B,key_pressed,8,2021-05-23 20:38:43.144822
8,B,key_pressed,+,2021-05-23 20:38:43.306203
8,B,key_pressed,9,2021-05-23 20:38:43.536724
8,B,key_pressed,+,2021-05-23 20:38:43.672952
8,B,key_pressed,1,2021-05-23 20:38:44.201006
8,B,key_pressed,0,2021-05-23 20:38:44.416598
8,B,key_pressed,+,2021-05-23 20:38:44.560797
8,B,key_pressed,1,2021-05-23 20:38:44.824624
8,B,key_pressed,1,2021-05-23 20:38:45.024695
8,B,key_pressed,+,2021-05-23 20:38:45.216647
8,B,key_pressed,1,2021-05-23 20:38:45.440676
8,B,key_pressed,2,2021-05-23 20:38:45.712613
8,B,key_pressed,+,2021-05-23 20:38:45.857005
8,B,key_pressed,1,2021-05-23 20:38:46.104761
8,B,key_pressed,3,2021-05-23 20:38:46.296716
8,B,key_pressed,+,2021-05-23 20:38:46.560452
8,B,key_pressed,1,2021-05-23 20:38:46.752478
8,B,key_pressed,4,2021-05-23 20:38:47.048408
8,B,key_pressed,+,2021-05-23 20:38:47.184536
8,B,key_pressed,1,2021-05-23 20:38:47.408558
8,B,key_pressed,5,2021-05-23 20:38:47.608475
8,B,key_pressed,+,2021-05-23 20:38:47.880475
8,B,key_pressed,1,2021-05-23 20:38:48.096481
8,B,key_pressed,6,2021-05-23 20:38:48.288341
8,B,key_pressed,+,2021-05-23 20:38:48.568471
8,B,key_pressed,1,2021-05-23 20:38:48.984622
8,B,key_pressed,7,2021-05-23 20:38:49.384564
8,B,key_pressed,+,2021-05-23 20:38:49.552932
8,B,key_pressed,1,2021-05-23 20:38:49.792360
8,B,key_pressed,8,2021-05-23 20:38:50.024734
8,B,key_pressed,+,2021-05-23 20:38:50.272737
8,B,key_pressed,1,2021-05-23 20:38:50.760768
8,B,key_pressed,9,2021-05-23 20:38:50.928712
8,B,key_pressed,+,2021-05-23 20:38:51.208756
8,B,key_pressed,2,2021-05-23 20:38:51.496586
8,B,key_pressed,0,2021-05-23 20:38:51.728744
8,B,key_pressed,=,2021-05-23 20:38:51.865767
