participant_id,task,input_type,input_value,timestamp
9,B,key_pressed,1,2021-05-23 19:34:15.924405
9,B,key_pressed,+,2021-05-23 19:34:16.302741
9,B,key_pressed,2,2021-05-23 19:34:16.655492
9,B,key_pressed,+,2021-05-23 19:34:16.940496
9,B,key_pressed,3,2021-05-23 19:34:17.391219
9,B,key_pressed,+,2021-05-23 19:34:17.654566
9,B,key_pressed,4,2021-05-23 19:34:18.046566
9,B,key_pressed,+,2021-05-23 19:34:18.406404
9,B,key_pressed,5,2021-05-23 19:34:18.750227
9,B,key_pressed,+,2021-05-23 19:34:19.063175
9,B,key_pressed,6,2021-05-23 19:34:19.380658
9,B,key_pressed,+,2021-05-23 19:34:19.694557
9,B,key_pressed,7,2021-05-23 19:34:20.071321
9,B,key_pressed,+,2021-05-23 19:34:20.462499
9,B,key_pressed,8,2021-05-23 19:34:20.750459
9,B,key_pressed,+,2021-05-23 19:34:21.046636
9,B,key_pressed,9,2021-05-23 19:34:21.318528
9,B,key_pressed,+,2021-05-23 19:34:21.622643
9,B,key_pressed,1,2021-05-23 19:34:21.957912
9,B,key_pressed,0,2021-05-23 19:34:22.166617
9,B,key_pressed,+,2021-05-23 19:34:22.470542
9,B,key_pressed,1,2021-05-23 19:34:22.814025
9,B,key_pressed,1,2021-05-23 19:34:23.030319
9,B,key_pressed,+,2021-05-23 19:34:23.350643
9,B,key_pressed,1,2021-05-23 19:34:23.686557
9,B,key_pressed,2,2021-05-23 19:34:23.909229
9,B,key_pressed,+,2021-05-23 19:34:24.198335
9,B,key_pressed,1,2021-05-23 19:34:24.742531
9,B,key_pressed,3,2021-05-23 19:34:24.990593
9,B,key_pressed,+,2021-05-23 19:34:25.238446
9,B,key_pressed,1,2021-05-23 19:34:25.646080
9,B,key_pressed,4,2021-05-23 19:34:25.860366
9,B,key_pressed,+,2021-05-23 19:34:26.158747
9,B,key_pressed,1,2021-05-23 19:34:26.542577
9,B,key_pressed,5,2021-05-23 19:34:26.774611
9,B,key_pressed,+,2021-05-23 19:34:27.048373
9,B,key_pressed,1,2021-05-23 19:34:27.406906
9,B,key_pressed,6,2021-05-23 19:34:27.655240
9,B,key_pressed,+,2021-05-23 19:34:27.915866
9,B,key_pressed,1,2021-05-23 19:34:28.287170
9,B,key_pressed,7,2021-05-23 19:34:28.534068
9,B,key_pressed,+,2021-05-23 19:34:28.822555
9,B,key_pressed,1,2021-05-23 19:34:29.142380
9,B,key_pressed,8,2021-05-23 19:34:29.397922
9,B,key_pressed,+,2021-05-23 19:34:29.670157
9,B,key_pressed,1,2021-05-23 19:34:29.949804
9,B,key_pressed,9,2021-05-23 19:34:30.214067
9,B,key_pressed,+,2021-05-23 19:34:30.478013
9,B,key_pressed,2,2021-05-23 19:34:30.782234
9,B,key_pressed,0,2021-05-23 19:34:31.046661
9,B,key_pressed,=,2021-05-23 19:34:31.406083
